Прізвище,сповідання
Марковський,православний
Мартиновський,православний
Мастипан,православний
Мацук,православний
Мединський,православний
Мізіс,юдей
Мільлєр,православний
Мітовщенко,православний
Міщук,православний
Монозан,юдей
Мопозана,юдей
Моргуліс,юдей
Моргун,православний
Мороз,православний
Мороз,юдей
Мосійчук,православний
Мостипан,православний
Мосцицький,католик
Мужук,православний
Нагорий,православний
Нагорнєй,православний
Нагорний,православний
Наконечний,православний
Неживий,православний
Нечипорук,православний
Нєстєров,православний
Нєстєров,юдей
Никикитюк,православний
Никильтюк,православний
Никитюк,православний
Никитюк-Сірук,православний
Ніренберг,юдей
Нірєжбєрг,юдей
Огієнко,православний
Огороднєй,православний
Огородний,православний
Олейник,православний
Оленик,православний
Оленік,православний
Олійник,православний
Омеленов,православний
Омільєнов,православний
Онищенко,православний
Онищук,православний
Онуфрійчук,православний
Оротинський,православний
Оселедку,православний
Оселедько,православний
Остапчук,православний
Островскій,юдей
Острогляд,православний
Острогський,католик
Очеретяний,православний
Павлоцкій,юдей
Пальба,православний
Панасюк,православний
Панкевич,католик
Пасюк,православний
Пащенко,православний
Пелипівський,православний
Перепелиця,православний
Пєлих,православний
Пивовар,православний
Пилипчук,православний
Піотровський,католик
Площанскій,юдей
Плюшка,православний
Поламоренко,православний
Полішук,православний
Поліщук,православний
Правик,православний
Проценко,православний
Проценко,юдей
Пурун,православний
Пшенишний,православний
Радін,православний
Ржевуський,католик
Ржеуцький,католик
Рживутський,католик
Рибак,католик
Рибак,православний
Рибічек,православний
Ринчевський,православний
Рогатюк,православний
Розінбєрг,юдей
Романовський,православний
Романчук,православний
Рубальскій,юдей
Рубольскій,юдей
Рудик,православний
Рудік,юдей
Руднік,юдей
Рущенко,православний
Сабаш,православний
Свірчевський,католик
Свірчевський,православний
Серватовський,католик
Серватовський,православний
Сероватка,православний
Сєргєєв,православний
Сидоренко,православний
Сироватка,православний
Ситник,православний
Сідорєнко,юдей
Скороход,православний
Слепчак,православний
Слепьчак,православний
Слинча,православний
Слободянюк,православний
Словачевський,православний
Слюсар,православний
Соломонюк,православний
Сорока,православний
Стадчук,православний
Старостинєцкій,юдей
Степанець,православний
Степарук,православний
Стефановський,православний
Стец,православний
Стець,православний
Страшенко,православний
Струков,православний
Сулятицький,православний
Тесля,православний
Тесьля,православний
Тещук,православний
Титоренко,православний
Товкач,православний
Тульжингєр,юдей
Турун,православний
Уласюк,православний
Фавішенко,юдей
Федоришин,православний
Фєрдман,юдей
Фільковський,православний
Фірдман,юдей
Фірсов,православний
Флітман,юдей
Фризюк,православний
Фрідман,юдей
Хитрій,православний
Хутурнюк,православний
Цихмістренко,православний
Чегаров,православний
Чепайтес,православний
Чепайтис,православний
Черашинскій,юдей
Чернюк,православний
Чинов,православний
Шапіра,юдей
Шафран,православний
Шафрєнко,юдей
Шварц,католик
Швед,православний
Шевчук,православний
Шерінг,православний
Шеріньгов,православний
Шермовський,православний
Шиманський,православний
Шкварницький,католик
Шкварницький,православний
Шлямар,православний
Шмунь,православний
Шнейдмєр,юдей
Шпукал,православний
Шпукаленко,православний
Шпукало,православний
Штундер,православний
Юзефіф,юдей
Юрченко,православний
Ягнятенскій,юдей
Якименко,православний
Ярич,православний
Яровой,православний
Яроцький,православний
Ясиновскій,юдей
